"There is another slow release med called diamicron, slow release , didn't bother me st all. I am taking 1000mg glucophage twice daily and I am prob used to it now. I was very very ill but these meds seem to b sorting it out . I do agree with Monika E Gitt",1
"I took the purple pill for two years before the abdominal pain subsided.  I'm still on Metformin going on 5 years nowGÇªso hang in there, it does get better",1
This was the worst medicine for me..Now I take gluburide/metformin..it is way better!  The only thing is sometimes I have low blood sugars but it is better than gut rot!,1
Caroline I started them as well at the beginning it was like that for me x it's calmed down a wee bit now x but I read up on it and that is one if the normal side effects of it .,1
"I broke the tablet in half to reduce the strength n no diahorria or stomach cramps. Even though the instructions said not to. Works for me, especially on a light meal. For a heavy meal i have a full one. On heavy red meet i have two. Works for me.",1
I've been on 850 mg metformin for about 4 yrs and still suffer bad diarrhea for 3 to 5 times a wk. I have just lost 33 kg but didn't reverse diabetes and now 74kg. I'm so low in many vitamins and had blood tests to prove it after my hair broke off at one ,1
I took a probiotic that stopped the stomach issues immediately.  it was like magic and the only way I could keep taking metformin,1
"I am having the same problem, I have been on metformin 850 mg 3 times a day, been non compliant with diet, always had diahreah, never ate right so I figured it was the norm. Well had a hysterectomy last week and blood sugars are out of control when I came",1
The cramping does get better the longer you take metformin.  I've been on it several years,1
I had to eat a handful of peanuts before taking them.  But then I lost enough weight where I got off of them altogether.,1
"i had it, it sucks, mine eventually went away, was up every night 3 am like clock work with diarrhea and stomach cramps",1
"i was the same, couldnt leave the house because i needed the toilet more at short notice!!",1
I took metformin and started getting cramps and nausea....it just kept getting worse.  I started throwing up and couldnt stop.  Went to ER.'..they.sdmittrd me.  Was in hospital for.a week and half....I was sllergic to metformin and had developed pancreati,1
"I take 6 Metformin a day and 1 Gliclazde. Metformin is horrible medication, I just sweat all day and night. Never used do until I started taking these tablets...",1
"That happens to me al the time, I can't take them, I take januvia and I'm ok with them but I'm scared I heard they can cause problems with the pancreas, I don't know what to do really and my sugar is too high, because I don't drink the metaforming",1
If I eat carbs...bread...potatoes....rice...pasta...sugar...I will have horrendous cramps and diarrhea. No carbs...no problems. :-/,1
I was the same ended up changing to slow release  Metaformin 4x 500mg am and have a tablet called colfin it helps with craps etc I find it really works speak you your doctor x,1
It was awful! Got a new prescription for Januvia. Anyone used it before?,1
Aghhh I'm on this only a month and last night I thought I was going to die with the pains in my tummy :(,1
Im on slow release metformin and I still suffer with diarrhoea. .might have to have my meds changed but I'm not looking forward to that. Apart from the diarrhoea I don't have any other side effects. .,1
My doc took me off for that reason. cramps worse than childbirth. now on glipizide and 2 different insulins,1
"U need to see ur G.P. with these symptoms. It sounds like ur allergic to d metformin r glucophage as it is known as and u need to stop taking it I've bn on it for over 12 yrs , I also take nexium and ondanesteron for my stomach. This yr is d first  yr in ",1
I take Diformin Retard(metformin in it) and I have no side effects except belly ache in the morning sometimes. Of course I had to give up alcohol completely because of it but I haven't had a drink in three years now and I'm good :D,1
"I recommend Victoza in combination with metformin, my values are great and I can eat almost anything. as a bonus, I have lost weight. good luck",1
Diet and exercise alone does not work for everyone. I took metformin for a year. Meds were then increased. I had terrible GI problems for months. Dr took me off it and on to Invokana. My BG went sky high. Never saw numbers like that before. Same lchf diet,1
When I got metformine from kaiser they were fine but when I got cheaper insurance and couldn't go through them. the metformine made me want to die.  I don't know why there was a difference but the was.,1
"That may be my prob, itchy rash, that nothing seems to help. I am very sensitive to meds....",1
"I couldn't take metformin either, bad stuff",1
I just had a break from my metformin and tried just diet...was so relieved I had no thrush for months now..but my nerve pain has gotten a bit worse at night..so I'm torn what to do..,1
I have been taking victoza for 2 months now and I have been happy with it. I couldn't do the metformin as it made me sick.,1
"MetFormin damages your kidneys after a while- I was on it for about 12 years. My doctor took me off it. Now I take only Glimeperide, and long-acting insulin twice a day. My A1C was at 7 (down from 8.5) but went back to 8. (probably due to eliminating the ",1
Does anyone expirence depression on the metformin?,1
I used to take Metforin and Glypside and would go low around 10am most days.  I changed doctors and he said to stop the Glypside because that was causing my lows.  I now take Metforin and Junuvia.  No more lows like before.,1
I have had metformin but there up set my stomach    I have got type 2 diabetes for three years xxx,1
"After about 18 months ..off metformin !!!  no soda,, very little breads..maybe 120 grams of carbs per day.....so happy - because my hair was falling out because of the meds",1
"Hi all
I've just been recently diagnosed with type 2 diabetes x  which was a bit of a shock x I've been put on Metformin 2 weeks ago x I've found that I'm not very hungry and am not sure if it's the tablets that are doing it just now x can you tell me wha",1
"Metformin makes me urinate even more!!!  And I gained weight!
No more sugar and will cut simple carbs!
Thanks Kyle Lester!",1
"Google 'supplements to help insulin resistance'. Alpha Lipoic Acid (300mg/3xper day) is what I used to bring my numbers down, and pretty quickly too. Only drawback for me was diarrhea, but it was worth it not to have to start insulin shots. I've read stud",1
The problem with insulina it make you put weight On. I was no it For 3 months and i put 4 kilos. Fourtunatelky i Manager to Get off it with low carb diet.  Try To foll+¦n a low carb diet and eat the low glicemia loading foods.  A good web page is From Men,1
I had the same thing last month and it ended up being a bladder infection and went away after a 7 day dose of antibiotics.,1
I take two 500mg. metformin daily n my right kidney hurts at times...at times it makes me feel really tired...so i've got where i take one around dinner time n i take one about an hour before bed time.....i don't feel as tired as i did before!!,1
"If you're just starting, this is normal. Are you taking other meds with it? It took me a month of having abdominal pains, vomiting, loose stool, dehydration, etc. Keep going to the doctors to make sure it wasn't anything else major and she would adjust th",1
Some people respond well to Metformin others like myself do not. I took it for 6 months and was sick the entire time. My doctors wouldn't listen to me until I developed Pancreatitis. I'm now on Insulin and my health has rebounded 100%.,1
Only took Metformin for two days and felt odd all that the and anxiously..... A1C was 7.1...9 months later 6.1 No Med,1
My A1C was 7.4 when I was diagnosed in 2007 and was on 2000 Metformin ER daily and 2 Glyberide daily until earlier this year!!  Now I only take 1000 Metformin ER because my A1C is 5.6 now after loosing 66 pounds!!,1
"Yes I had the same pain , I went to see my GI dr found out my gall bladder only work at 20% so I had that removed but I still have pain but it burning sensation so there doing further test testing for parasites and how well my digestion track function so ",1
You are prone to secondary infections when your A1C is up....the pain probably hhas nothing to do with the meds but my dr also put me on 2.5 mg of Lisinopril to protect m kidneys from the meds..you probably need to have it checked out.,1
i have the same problem,1
"Yes, but be sure you're keeping hydrated.  I commonly have these types of issues when I'm dehydrated.",1
"how much fluid do you drink ? , i am on 4 tablets a day and always drink a minimum of 1.5 liters , there is a rare side effect of kidney pain so i am told but that is supposed to kick in after some time , are you hitting the gym as well , it could be deep",1
me too esp back pain,1
I would talk to your Doctor as well!!  And changing your eating habits would be better than taking another Metformin in would think.  I only take 2 Metformin now after loosing 66 pounds.  I used to take 4 metformin and 2 Glyberide...your Doctor should be ,1
I'm new. But dealing type 2 diabetes.  I'm 46.    My sugar is 108... today.  Took my meds and insulin.  At 10am. Tested around this post.  I feel weak. And like fog storm. Low. Can anyone help me,1
"Took metformin for two years, lost 70lbs on a low carb diet,and stay away from bread and potatoes, A1C is holding at 5 , no meds for two years !",1
"you sound to me like you're type 1, misdiagnosed, just as i was.  demand a c peptide test and take no medicine till you've gotten the results.  six years of metformin killed many beta cells in me, and you do not know no matter what the doctor says if you ",1
"Metformin nearly killed me, 6 months of horrible side effects  and eventually pancreatitis. Good luck with that stuff.",1
Jan. I take them both. I have no energy . I sleep a lot and still tired. My sugar is up and down.,1
"I was on both of those, but experienced some side effects and now I'm on Glipizide Metformin. Unfortunately, it's not keeping my numbers low enough. And I'm having other side effects.",1
I used to go low at about 10:00 am most days.  I used to take Metformin and Glipizide.  I switched doctors and he said that Glipizide was making me go low.  So now I'm on Medtormin and Junivia.  Problem solved.,1
I can't take either..  Between side effects of metformin and kidney disease :),1
I'm on metformin and glipmeride it does the samething to me sometimes,1
Glipizide and Glimepiride are both in a class of drugs known for causing low blood sugar. The fix for that nasty side effect is to eat on a good and regular schedule.,1
I had the same problem with low sugar episodes. I t also made my heart skip beats. I quite taking it and am now only on Metformin 1000 mg twice per day. A1C is 7.0. I think I wouold have died if I had stayed on Glimeperide.,1
"I am on metformin, janumet, invokana and lantus.  I was diagnosed with blood sugar of 520, a1c was in the 12s.  Took a real life change and had to stop drinking. I have lost 100 pounds and am doing much better. This all started in March.",1
Same thing with vision though went almost blind.,1
"Yes I had the same kind of thing happen, my vision has turned fully now. It took me a couple months.",1
I'm in the UK and I have been seeing eye specialist for 2 years now. My eyes have been bleeding at the back. They told me I could go blind if they bleed in my central vision. Sugars hba1c were always over 12 for the last 8 years. Now I've had lots of lase,1
I was diagnosed a month ago. I was admitted with BSL 39!  My eye sigh went from -6 to -9. It improved back to normal in 2 weeks then it went from -6 to +3.  I am worried my blood sugar levels are still a bit up especially dinner time. I am on high insulin,1
My eyes were off for about a month. Very frustrating time. Hang in there!,1
That happened to my husband a few months ago. Nerve damage is common. He had to go on nerve block medication.,1
"Just went to the doctors office. He told me to go to an endocrinologist. I am not a typical type 2 diabetic. I am 128 lbs, on insulin twice a day and still having highs of 280+ to 65 or lower. I am always sleeping. I hurt physically and emotionally. Thank",1
I quit glipezide after several low blood sugar attacks. It can work with some of you. My doctor put me on ONGLYZA yesterday because I suspect metformin may have been discomfort my tummy.  Wonder if anyone has taken ONGLYZA? how do you like it?,1
Regular metformin gave me bad diarrhea. Now on extended release and insulin,1
"Ive been on them for 3 weeks now. I take 2 a day and still feel like crap.  Doctor says its gonna take time.....but how long.
Really fed up of feeling like this.",1
"I just got diagnosed this pass Saturday with it I was 206Lbs, now I weigh 191lbs I'm on Medformin. And my Ac1 was 6.7 , my sister actually off her meds her Ac1 is low now",1
"When they put me on actos, all I got was a headache, a splitting headache for 2 weeks and then I told them they had to give me something else because I couldn't deal with that headache anymore.  Then they put me on glipazide.  It worked for a few years.  ",1
"I am also pre diabetic... Metformin made my glucose levels very low.. I was constantly eating to control hypoglycemia... I just started a high protein diet, it works like a charm",1
I was taking metformin when I first found out I had diabetes my blood level was high then after taking the medicen for a month my blood level went down so dr had to lower my pill from 2xdaily to 1xdaily and that didn't help so now im not on anything but m,1
"Stomach upsets are very common with Metformin. Give it a couple months, if they don't subside, ask for Metformin xl ( extended release) or another medication entirely. I took Metformin for three years. The stomach upsets never went away. Now, I'm taking i",1
"I'm on a cocktail of pills
Metformin 2x a day
Glyburide 2x a day
Lisinopril 
Pioglitazone 
Invokana
Atrovastatin 
Victoza injection 
I think the pioglitazone (Actos generic) is what make Me hungry all the time",1
my meds made me crave carbs all the time. actos  made me gain 50 pounds in 6 months!,1
I'm type 2 and mine was uncontrolled. Metformin/diabex and Plexus Slim brought mine down and I also dropped from a size 18 to a size 14 =ƒÿè,1
try the extended release they  switched me last week cause i got so sick,1
"After 4 years and daily diarrhea,  they finally switched to er snd slmoat no problem",1
l once hd that problem when l was diagnosed l eliminated all refined foods and a low carb diet it realy works fr me lm no longer having stomach problem,1
"I couldn't take Metformin- along with daily GI problems, I developed Pancreatitis",1
"I was told by my doctor the upset stomach symptoms would resolve itself. After three years, I got tired of it and switched to insulin. I'm so much happier now.",1
Alpha-Lipoic Acid; 300mg 3x per day. It can be rough on the stomach (but so can Metformin). This worked for me in less than 2 weeks. Good luck.,1
Maybe Janumet which is combo of sitaglipin and metformin?  My levels been up since fall.  A good day is 146 although I want it lower.  Many factors may keep from goal.  Victoza worked wonders for me but I lost too much wieght...,1
I had same but had tabs changed to SR / slow release .. Two in am and one at night worked for me,1
I had the same problems. My pharmacy said hang in there it will pass it was the best medicine for me. Give it time and your body will adjust to the meds.,1
"i had similar trouble , i got prescribed the film coated ones , i have been on four a day for some time now as two were just not cutting it , it dose settle , i can now take them on an empty stomach ,i was diagnosed in sept last year , stupid question , b",1
I had the same... Go for insuline! Its better for the long time,1
"Metformin used to really hurt my stomach, but after around ten days of taking it I was fine and have been on it around 12 years now.",1
This is the reason I switched from performance to insulin. I am so much happier now.,1
"Cherie Cash good advice on the electrolyte, now I know why I'm still having trouble trying to keep my magnesium up! I also drink smart water as it doesn't have any sugar in it. I went to the emergency heart hospital because of this it caused my heart to s",1
if im off my diet I get the shits too take stool hardener and get the fiber pills needs to have some fiber in his diet,1
"I read up on T2 diabetes a lot, having it for 2 years now. I've read that people who have prolonged GI problems with metformin do much better with the extended release form. It's also better to do his walks after he eats. It will help keep his numbers dow",1
"I had to stop eating artificial sweetners if any kind, they seemed to make the diarrhea a whole lot worse. A really clean diet helped me a lot. I take 1000 units of metformin twice a day.",1
I had severe migraines and diarrhea when I was on metformin.  I had to change.  Got off metformin and started taking amaryl.  Within 24 hours everything was better and within a week all diarrhea went away.  Good luck.,1
There is an extended release form of metformin. I had the same problems until I switched.,1
"I had a bad experience with Metformin along with all the GI problems, it also caused  Pancreatitis. The doctors finally switched me to Insulin and even though its a bit difficult to learn to administer, I am doing 100% better.",1
"that is definitely one side effect that I get from taking metformin. BUT, it's usually because I've taken my 2 pills, TOO CLOSE together! I need at least 6 hours or more a part. I take 500 mg once in the morning with breakfast and once in the evening at d",1
I had to halve my metformin for the side effects of the diarrhea to go away. So I am only on 250 2x day. I lso take it with meals. If I forge to take it with food my stomach will cramp. I was supposed to increase back to my original dose but with exercise,1
"I had the same problems with chronic diarrhea which is the major side effect of Metformin while I also felt so sick like I was going to vomit all the time, and I found out that upset stomach was the 2nd leading problem with Metformin. So my Doctor took me",1
"Weird, I take it and I am constipated all the time.",1
"I had the same problem with metformin.. i was switched to the ER which helped a little. Also, it could be his body just needs time to adjust to the medicine. if in a few weeks it's still bad talk to the DR he may switch him to the ER to see if it helps. G",1
"I, too, take Metformin - two tablets in the AM and two in the PM.  I also take a shot of Humalog Kwikpen before each meal and 44 units of Lantis before bed.  As for the diarrhea, I notice a large difference in bowel activity but not like the diarrhea you ",1
This is the reason why I stopped taking mine. My doctor would not give me anything until I went to see the specialist at the hospital and try gave me insulin. If he isn't on slow release he could try asking for slow release they are slightly easier on the,1
"I was on it for a year, my doc wouldnt take me off. I also have crohns so it really sucked. the extended release wasnt as bad but I still had the screaming sh!ts. Actos made me gain 50 pounds in 6 months and ameryl caused me to be photo sensitive { I got ",1
"Metformin's common side effect is diarrhea and many doctors start patients very slowly. I started at 2 pills for the first week, then 3 and finally 4 and the effects are not so bad. Make sure your hubby is drinking something with electrolytes (my doc reco",1
"It never stopped, so I was put on insulin.  I'm a teacher, can't run to the bathroom and leave my students unattended.",1
Sometimes it doesn't... I was on it 4 an entire year and it did not stop. I had to stop taking it. I replaced it with boiling cinnamon sticks and drinking the broth and taking cinnamon capsules with every meal along with diet and exercise. Now I'm on insu,1
mine was really bad on that and it took about 4 weeks to get use to it!!!,1
It never went away for me.  I switched to insulin and I'm doing sooooo much better!,1
I've been on them 2 years and it hasn't stopped going to ask about slow releasing ones,1
"I find I am tired quite often, and my sinuses flare up. Anyone else experience that? Ughh its so annoying!!",1
"Metformin has side effects of giving ya diarrhea. For some people, it goes away - for others it doesn't & needless to say I can't take it. Your vision will get better when your b/s gets more in control",1
I was diagnosed in November and put on Metformin. Blurred vision is improving a lot now.,1
The blurred vision is a side effect of high blood sugar.  I had to add Victoza to get my blood sugar down.  Now I do not have the blurred vision.,1
I've taken metformin 500 twice a day 3 years now.  Still have occasional diarrhea.  Worse when I took 1000 twice daily.  The key is diet and exercise.,1
I had some blurry vision when i started mine a month ago . and it has cleared up as my numbers came down to normal range!  what i didn't like was diarrhea  but it took me about 3-4 weeks for my body to adjust to the meds! Good luck and hang in there!!!,1
Mine was really blurry at first. Now my vision is so clear I do not need to wear my prescription glasses anymore.  I was diagnosed in November. Taking my meds and watching my diet and exercise too.,1
Mine was a month. It was very frustrating. I had to buy reading glasses to use with my contacts to kind of see. It will go away. Mine got better in one day. That was an awesome day. It would have been nice if my doctor warned me that could happen.,1
